,,,Start location LRP,Start location Offset,Start location Chainage,End location LRP,End location Offset,End location Chainage,Length (Km),Traffic Data Heavy Truck,Traffic Data Medium Truck,Traffic Data Small Truck,Traffic Data Large Bus,Traffic Data Medium Bus,Traffic Data Micro Bus,Traffic Data Utility,Traffic Data Car,Traffic Data Auto Rickshaw,Traffic Data Motor Cycle,Traffic Data Bi-Cycle,Traffic Data Cycle Rickshaw,Traffic Data Cart,Total Motorized,Total Non Motorized,Total Total AADT,Traffic (AADT)
879,N806-1,Bhatiapara - Kalna (Ferry ghat End),LRPS,0,0,LRPS,3640,3.64,3.640,0.0,117.0,155.0,117.0,103.0,49.0,34.0,47.0,814.0,1092.0,573.0,461.0,0.0,2528.0,1034.0,3562.0,3562.0
880,N806-2,Kalna (Ferry Ghat End) - Lohagara (intersection wit Z7503),LRPS,3640,3.64,LRP007,713,8.369,4.729,0.0,117.0,155.0,117.0,103.0,49.0,34.0,47.0,814.0,1092.0,573.0,461.0,0.0,2528.0,1034.0,3562.0,3562.0
881,N806-3,Lohagara (Intersection with Z7503)-Simakhali(Intersection with Z7505),LRP007,713,8.369,LRP019,1466,21.235,12.866,0.0,117.0,155.0,117.0,103.0,49.0,34.0,47.0,814.0,1092.0,573.0,461.0,0.0,2528.0,1034.0,3562.0,3562.0
882,N806-4,Simakhali(Int.with Z7505)-Narail,LRP019,1466,21.235,LRP021,1000,22.769,1.534,0.0,378.0,370.0,116.0,120.0,153.0,54.0,108.0,1688.0,1579.0,1543.0,1572.0,0.0,4566.0,3115.0,7681.0,7681.0
883,N806-5,Narail-Narail old bus stand (Int.with R720),LRP021,1000,22.769,LRP021,2390,24.159,1.390,0.0,378.0,370.0,116.0,120.0,153.0,54.0,108.0,1688.0,1579.0,1543.0,1572.0,0.0,4566.0,3115.0,7681.0,7681.0
884,N806-6,Narail old bus stand (Int.with R720)-Tularampur(Int. with Z7504),LRP021,2390,24.159,LRP030,200,30.819,6.660,0.0,378.0,370.0,116.0,120.0,153.0,54.0,108.0,1688.0,1579.0,1543.0,1572.0,0.0,4566.0,3115.0,7681.0,7681.0
885,N806-7,Tularampur(Int. with Z7504)-Charavita (Int.with Z7501),LRP030,200,30.819,LRP041,223,41.322,10.503,0.0,231.0,134.0,28.0,366.0,145.0,46.0,146.0,676.0,830.0,729.0,731.0,0.0,2602.0,1460.0,4062.0,4062.0
886,N806-8,"Charavita (Int.with Z7501)-Monihar Cinema hall, Jessore",LRP041,223,41.322,LRP055,150,55.169,13.847,0.0,231.0,134.0,28.0,366.0,145.0,46.0,146.0,676.0,830.0,729.0,731.0,0.0,2602.0,1460.0,4062.0,4062.0
890,N808-1,Goalchamot (Int.with N804) - Munshibazar (Int.with N804),LRPS,0,0,LRPS,5300,5.3,5.300,23.0,772.0,863.0,475.0,180.0,149.0,83.0,253.0,774.0,542.0,221.0,329.0,0.0,4114.0,550.0,4664.0,4664.0
894,N809-1L,Barishal (Amtala More)-Kirtonkhola Ferryghat (West) (Left),LRPS,0,0,LRPS,2770,2.77,2.770,0.0,178.0,67.0,0.0,94.0,31.0,22.0,22.0,380.0,596.0,275.0,441.0,0.0,1390.0,716.0,2106.0,2106.0
895,N809-1R,Barishal (Amtala More)-Kirtonkhola Ferryghat (West) (Right),LRPS,0,0,LRPS,2770,2.77,2.770,0.0,178.0,67.0,0.0,94.0,31.0,22.0,22.0,380.0,596.0,275.0,441.0,0.0,1390.0,716.0,2106.0,2106.0
896,N809-2,Kirtonkhola Ferryghat (West)-Dinerpool (Int.with Z8044),LRPS,2770,2.77,LRP003,2300,5.3,2.530,0.0,178.0,67.0,0.0,94.0,31.0,22.0,22.0,380.0,596.0,275.0,441.0,0.0,1390.0,716.0,2106.0,2106.0
897,N809-3,Dinerpool (Int.with Z8044)-Veduria Ferryghat,LRP003,2300,5.3,LRP025,675,25.69,20.390,0.0,178.0,67.0,0.0,94.0,31.0,22.0,22.0,380.0,596.0,275.0,441.0,0.0,1390.0,716.0,2106.0,2106.0
898,N809-4,Veduria Ferryghat-Parantalukderhat (Int.with R890),LRP025,675,25.69,LRP034,995,35.195,9.505,4.0,314.0,248.0,3.0,0.0,23.0,22.0,36.0,270.0,233.0,198.0,204.0,0.0,1153.0,402.0,1555.0,1555.0
899,N809-5,Parantalukderhat (Int.with R890)-Illisha Chatar matha Launchghat,LRP034,995,35.195,LRP041,945,42.16,6.965,4.0,314.0,248.0,3.0,0.0,23.0,22.0,36.0,270.0,233.0,198.0,204.0,0.0,1153.0,402.0,1555.0,1555.0
900,N809-6,Maju Chowdhury Ghat-Terobaki (Int.with R147),LRP041,945,42.16,LRP066,82,66.177,24.017,0.0,174.0,122.0,13.0,12.0,89.0,15.0,56.0,251.0,173.0,177.0,167.0,0.0,905.0,344.0,1249.0,1249.0
901,N809-7,Terobaki (Int.with R147)-Lakshmipur New Bus terminal,LRP066,82,66.177,LRPE,0,67.815,1.638,0.0,174.0,122.0,13.0,12.0,89.0,15.0,56.0,251.0,173.0,177.0,167.0,0.0,905.0,344.0,1249.0,1249.0
905,R110-1,Jatrabari(int with N1 & N8)-Mridhabari (Int.with Z1102),LRPS,0,0,LRPS,1915,1.915,1.915,36.0,2281.0,1920.0,1669.0,1743.0,3098.0,398.0,2394.0,2641.0,899.0,457.0,2446.0,8.0,17079.0,2911.0,19990.0,19990.0
906,R110-2,Mridhabari (Int.with Z1102) - int with R112,LRPS,1915,1.915,LRP006,695,6.175,4.260,36.0,2281.0,1920.0,1669.0,1743.0,3098.0,398.0,2394.0,2641.0,899.0,457.0,2446.0,8.0,17079.0,2911.0,19990.0,19990.0
907,R110-3,int with R112 - konapara (int with R201),LRP006,695,6.175,LRP006,820,6.3,0.125,36.0,2281.0,1920.0,1669.0,1743.0,3098.0,398.0,2394.0,2641.0,899.0,457.0,2446.0,8.0,17079.0,2911.0,19990.0,19990.0
908,R110-4,Konapara (int with R201) - Shimrail (int with N1),LRP006,820,6.3,LRP006,4710,10.19,3.890,13.0,974.0,950.0,48.0,575.0,652.0,49.0,620.0,1452.0,346.0,80.0,1778.0,0.0,5679.0,1858.0,7537.0,7537.0
909,R110-5,Shimrail (int with N1) - Chasara (road end),LRP006,4710,10.19,LRP006,13446,18.926,8.736,3.0,1498.0,253.0,93.0,245.0,1815.0,217.0,494.0,2772.0,461.0,181.0,1004.0,0.0,7851.0,1185.0,9036.0,9036.0
913,R111-1,Signboard (int with N1) - Chasara (int.of R810 )(road end),LRPS,0,0,LRP007,1035,8.105,8.105,90.0,3108.0,1218.0,1517.0,1170.0,1239.0,924.0,2206.0,3409.0,1596.0,221.0,1370.0,0.0,16477.0,1591.0,18068.0,18068.0
917,R112-1,"Int.with R110 , Demra - Rampura(Ideal School & College)",LRPS,0,0,LRPE,0,8.508,8.508,55.0,454.0,139.0,0.0,37.0,194.0,36.0,102.0,2268.0,313.0,248.0,1901.0,14.0,3598.0,2163.0,5761.0,5761.0
921,R113-1,Madanpur (N1and R105 Intersection) - Nabiganj (int with Z1066),LRPS,0,0,LRP006,702,6.953,6.953,55.0,454.0,139.0,0.0,37.0,194.0,36.0,102.0,2268.0,313.0,248.0,1901.0,14.0,3598.0,2163.0,5761.0,5761.0
922,R113-2,"Nabiganj (int with Z1066) - Narayanganj (Sayedpur, road end)",LRP006,702,6.953,LRP011,761,12.119,5.166,55.0,454.0,139.0,0.0,37.0,194.0,36.0,102.0,2268.0,313.0,248.0,1901.0,14.0,3598.0,2163.0,5761.0,5761.0
926,R114-1,Nayapur (int of N105) - Int.with Z1090,LRPS,0,0,LRPS,1310,1.31,1.310,0.0,96.0,130.0,0.0,100.0,144.0,5.0,128.0,3036.0,779.0,166.0,746.0,0.0,4418.0,912.0,5330.0,5330.0
927,R114-2,Int.with Z1090 - Araihazar (int with R203),LRPS,1310,1.31,LRP009,1138,9.403,8.093,0.0,96.0,130.0,0.0,100.0,144.0,5.0,128.0,3036.0,779.0,166.0,746.0,0.0,4418.0,912.0,5330.0,5330.0
928,R114-3,Araihazar (int with R203) - Shahepratap (int with R210),LRP009,1138,9.403,LRP027,131,25.92,16.517,0.0,461.0,327.0,1.0,113.0,457.0,11.0,375.0,1110.0,496.0,324.0,788.0,0.0,3351.0,1112.0,4463.0,4463.0
929,R114-4,"Shahepratap (int with R210) - Raipur (road end, int with Z2041)",LRP027,131,25.92,LRP029,26774,54.782,28.862,0.0,461.0,327.0,1.0,113.0,457.0,11.0,375.0,1110.0,496.0,324.0,788.0,0.0,3351.0,1112.0,4463.0,4463.0
933,R120-1,Road start (int with Z1202) -Road end (int with Z1216),LRPS,0,0,LRPS,2200,2.2,2.200,0.0,96.0,130.0,0.0,100.0,144.0,5.0,128.0,3036.0,779.0,166.0,746.0,0.0,4418.0,912.0,5330.0,5330.0
937,R140-1,Comilla (Kandirpar)-Tomsom Bridge More(Int.with Z1052),LRPS,0,0,LRPS,1230,1.23,1.230,23.0,244.0,352.0,728.0,455.0,1262.0,237.0,490.0,6931.0,1668.0,407.0,1149.0,0.0,12390.0,1556.0,13946.0,13946.0
938,R140-2,Tomsom Bridge More(Int.with Z1052)-Paduar Bazar(Int.with N1),LRPS,1230,1.23,LRP004,725,4.745,3.515,23.0,244.0,352.0,728.0,455.0,1262.0,237.0,490.0,6931.0,1668.0,407.0,1149.0,0.0,12390.0,1556.0,13946.0,13946.0
939,R140-3,Paduar Bazar(Int.with N1)-Lalmai(Int.with R141),LRP004,725,4.745,LRP011,1192,12.342,7.597,42.0,1107.0,927.0,1011.0,276.0,950.0,123.0,359.0,3764.0,586.0,266.0,343.0,11.0,9145.0,620.0,9765.0,9765.0
940,R140-4,Lalmai(Int.with R141)-Mogbari(int.with Z1401),LRP011,1192,12.342,LRP011,2065,13.215,0.873,42.0,1107.0,927.0,1011.0,276.0,950.0,123.0,359.0,3764.0,586.0,266.0,343.0,11.0,9145.0,620.0,9765.0,9765.0
941,R140-5,Mogbari(int.with Z1401)-Bijrabazar(int.with Z1047),LRP011,2065,13.215,LRP020a,0,20.69,7.475,14.0,1281.0,976.0,596.0,156.0,181.0,50.0,101.0,1379.0,325.0,75.0,66.0,0.0,5059.0,141.0,5200.0,5200.0
942,R140-6,Bijrabazar(int.with Z1047)-Mudaffarganj(int.with Z1414),LRP020a,0,20.69,LRP026,585,26.7,6.010,14.0,1281.0,976.0,596.0,156.0,181.0,50.0,101.0,1379.0,325.0,75.0,66.0,0.0,5059.0,141.0,5200.0,5200.0
943,R140-7,Mudaffarganj(int.with Z1414)-Jagatpur(int.with Z1401),LRP026,585,26.7,LRP031,962,32.057,5.357,14.0,1281.0,976.0,596.0,156.0,181.0,50.0,101.0,1379.0,325.0,75.0,66.0,0.0,5059.0,141.0,5200.0,5200.0
944,R140-8,Jagatpur(int.with Z1401)-Kaliapara(int.with Z1050),LRP031,962,32.057,LRP035,870,36.335,4.278,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
945,R140-9,Kaliapara(int.with Z1050)-Doabhanga(int.with Z1824),LRP035,870,36.335,LRP036,675,37.14,0.805,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
946,R140-10,Doabhanga(int.with Z1824)-Hajiganj(int.with Z1044),LRP036,675,37.14,LRP047,233,47.628,10.488,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
947,R140-11,Hajiganj(int.with Z1044)-Baburhat(int. with Z1402),LRP047,233,47.628,LRP063,248,63.653,16.025,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
948,R140-12,Baburhat(int. with Z1402)-Wireless More(int.with R146),LRP063,248,63.653,LRP066a,0,66.741,3.088,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
949,R140-13,Wireless More(int.with R146)-Nanupur(int.with Z1403),LRP066a,0,66.741,LRP070,69,70.534,3.793,86.0,772.0,599.0,982.0,40.0,592.0,44.0,445.0,4638.0,740.0,443.0,690.0,0.0,8938.0,1133.0,10071.0,10071.0
950,R140-14,Nanupur(int.with Z1403)-Vatialpur(int.with R860),LRP070,69,70.534,LRP078,799,79.204,8.670,0.0,295.0,350.0,119.0,105.0,159.0,30.0,108.0,1800.0,750.0,370.0,372.0,0.0,3716.0,742.0,4458.0,4458.0
951,R140-15,Vatialpur(int.with R860)-Nalgara(int.with Z1466),LRP078,799,79.204,LRP087,1365,88.75,9.546,0.0,295.0,350.0,119.0,105.0,159.0,30.0,108.0,1800.0,750.0,370.0,372.0,0.0,3716.0,742.0,4458.0,4458.0
952,R140-16,Nalgara(int.with Z1466)-Roypur(int.with Z1472),LRP087,1365,88.75,LRP093,651,94.576,5.826,0.0,295.0,350.0,119.0,105.0,159.0,30.0,108.0,1800.0,750.0,370.0,372.0,0.0,3716.0,742.0,4458.0,4458.0
953,R140-17,Roypur(int.with Z1472)-Laksmipur Bus stand(int.with N809),LRP093,651,94.576,LRP107,495,107.895,13.319,0.0,295.0,350.0,119.0,105.0,159.0,30.0,108.0,1800.0,750.0,370.0,372.0,0.0,3716.0,742.0,4458.0,4458.0
954,R140-18,Laksmipur Bus stand(int.with N809)-int.with R145,LRP107,495,107.895,LRP109,114,109.554,1.659,0.0,250.0,225.0,229.0,120.0,419.0,35.0,60.0,3369.0,966.0,509.0,714.0,6.0,5673.0,1229.0,6902.0,6902.0
955,R140-19,int.with R145-Baghmara(int.with Z1422),LRP109,114,109.554,LRP109,735,110.175,0.621,0.0,250.0,225.0,229.0,120.0,419.0,35.0,60.0,3369.0,966.0,509.0,714.0,6.0,5673.0,1229.0,6902.0,6902.0
956,R140-20,Baghmara(int.with Z1422)-int.with Z1405,LRP109,735,110.175,LRP110,991,111.451,1.276,0.0,250.0,225.0,229.0,120.0,419.0,35.0,60.0,3369.0,966.0,509.0,714.0,6.0,5673.0,1229.0,6902.0,6902.0
957,R140-21,int.with Z1405-Mandari(int.with Z1432),LRP110,991,111.451,LRP117,385,117.995,6.544,4.0,512.0,502.0,419.0,339.0,218.0,47.0,136.0,4649.0,535.0,135.0,194.0,4.0,7361.0,333.0,7694.0,7694.0
958,R140-22,Mandari(int.with Z1432)-Chandraganj(int.with R143),LRP117,385,117.995,LRP124,945,125.575,7.580,4.0,512.0,502.0,419.0,339.0,218.0,47.0,136.0,4649.0,535.0,135.0,194.0,4.0,7361.0,333.0,7694.0,7694.0
959,R140-23,Chandraganj(int.with R143)-Chandraganj(int.with Z1426),LRP124,945,125.575,LRP126,130,126.78,1.205,4.0,512.0,502.0,419.0,339.0,218.0,47.0,136.0,4649.0,535.0,135.0,194.0,4.0,7361.0,333.0,7694.0,7694.0
960,R140-24,Chandraganj(int.with Z1426)-Begumganj Zero Point,LRP126,130,126.78,LRPE,0,138.63,11.850,4.0,512.0,502.0,419.0,339.0,218.0,47.0,136.0,4649.0,535.0,135.0,194.0,4.0,7361.0,333.0,7694.0,7694.0
964,R141-1,Lalmai (int with R140) - Bagmara (Int.with Z1049),LRPS,0,0,LRPS,1975,1.975,1.975,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
965,R141-2,Bagmara (Int.with Z1049-Int.with Z1049),LRPS,1978,1.978,LRPS,2280,2.28,0.302,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
966,R141-3,Bagmara (Int.with Z1049)-Harishchar (int with Z1046),LRPS,2280,2.28,LRPS,8687,8.687,6.407,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
967,R141-4,Harishchar (int with Z1046)- Swasanghat (int with Z1414),LRPS,8687,8.687,LRP010,754,10.793,2.106,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
968,R141-5,Swasanghat (int with Z1414) - Chauddagram (int with R144),LRP010,754,10.793,LRP012,1768,13.84,3.047,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
969,R141-6,Chauddagram (int with R144) - Daulatganj (int with Z1045),LRP012,1768,13.84,LRP012,2796,14.868,1.028,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
970,R141-7,Daulatganj (int with Z1045) - int with Z1048,LRP012,2796,14.868,LRP012,2928,15,0.132,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
971,R141-8,int with Z1048 - by pass end R144,LRP012,2928,15,LRP015,380,15.512,0.512,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
972,R141-9,by pass end R144 - Binoyghar (int with Z1415),LRP015,380,15.512,LRP028,194,28.497,12.985,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
973,R141-10,"Binoyghar (int with Z1415) - Sonaimuri Trimohoni (road end, int with R142)",LRP028,194,28.497,LRP037,828,38.225,9.728,28.0,930.0,643.0,814.0,123.0,557.0,107.0,154.0,1716.0,530.0,157.0,180.0,9.0,5602.0,346.0,5948.0,5948.0
977,R142-1,"Begumganj (road start, int with N104 & R140)-Sonalmuri Trimohoni(int with R141)",LRPS,0,0,LRP010,608,10.311,10.311,20.0,658.0,590.0,411.0,336.0,294.0,48.0,198.0,3542.0,543.0,216.0,288.0,1.0,6640.0,505.0,7145.0,7145.0
978,R142-2,Sonalmuri Trimohoni(int with R141) - Sonaimuri (Int.with Z1421),LRP010,608,10.311,LRP010,1030,10.733,0.422,20.0,658.0,590.0,411.0,336.0,294.0,48.0,198.0,3542.0,543.0,216.0,288.0,1.0,6640.0,505.0,7145.0,7145.0
979,R142-3,Sonaimuri (Int.with Z1421) - Chatkhil (Int.with Z1426),LRP010,1030,10.733,LRP024,242,23.632,12.899,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0
980,R142-4,Chatkhil (Int.with Z1426) - Chatkhil (Int.with Z1417),LRP024,242,23.632,LRP025,824,25.224,1.592,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0
981,R142-5,Chatkhil (Int.with Z1417) - Dashgaria Bazar (Int.with Z1436),LRP025,824,25.224,LRP029,872,29.212,3.988,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0
982,R142-6,Dashgaria Bazar (Int.with Z1436) - Ramganj (int with Z1422),LRP029,872,29.212,LRP034,4420,37.72,8.508,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0
986,R143-1,Maijdee (int with N104) - Chandraganj (int with R140),LRPS,0,0,LRP020,815,20.26,20.260,0.0,103.0,127.0,0.0,0.0,166.0,36.0,36.0,2464.0,387.0,546.0,464.0,28.0,3319.0,1038.0,4357.0,4357.0
990,R144-1,Laksam North-Laksam South,LRPS,0,0,LRPS,3380,3.38,3.380,0.0,179.0,178.0,0.0,0.0,61.0,27.0,35.0,2040.0,596.0,525.0,2319.0,1.0,3116.0,2845.0,5961.0,5961.0
994,R145-1,North Temuhoni (int with R140) - Int.with R147,LRPS,0,0,LRPS,705,0.705,0.705,0.0,179.0,178.0,0.0,0.0,61.0,27.0,35.0,2040.0,596.0,525.0,2319.0,1.0,3116.0,2845.0,5961.0,5961.0
995,R145-2,Int.with R147-Godaun Bazar (int with Z1405),LRPS,705,0.705,LRPE,0,1.4,0.695,0.0,179.0,178.0,0.0,0.0,61.0,27.0,35.0,2040.0,596.0,525.0,2319.0,1.0,3116.0,2845.0,5961.0,5961.0
999,R146-1,Wireless More (Intersection with R140)-Illisha Chattar,LRPS,0,0,LRPS,1700,1.7,1.700,0.0,179.0,178.0,0.0,0.0,61.0,27.0,35.0,2040.0,596.0,525.0,2319.0,1.0,3116.0,2845.0,5961.0,5961.0
1003,R147-1,Godaun Bazar (int with R145) - Tero Baki (int with N809),LRPS,0,0,LRPS,2205,2.205,2.205,0.0,714.0,355.0,165.0,113.0,138.0,25.0,95.0,1300.0,224.0,62.0,0.0,0.0,3129.0,62.0,3191.0,3191.0
1007,R151-1,"Baraiyerhat (road start, int with N1) - Karerhat (int with Z1031)",LRPS,0,0,LRP004,1080,4.69,4.690,0.0,714.0,355.0,165.0,113.0,138.0,25.0,95.0,1300.0,224.0,62.0,0.0,0.0,3129.0,62.0,3191.0,3191.0
1008,R151-2,Karerhat (int with Z1031) - Heako (int with R152),LRP004,1080,4.69,LRP017,3323,20.063,15.373,0.0,714.0,355.0,165.0,113.0,138.0,25.0,95.0,1300.0,224.0,62.0,0.0,0.0,3129.0,62.0,3191.0,3191.0
1009,R151-3,Heako (int with R152) - Narayanhat (int with Z1021),LRP017,3559,20.299,LRP031,834,31.339,11.040,0.0,163.0,84.0,0.0,37.0,122.0,0.0,31.0,319.0,109.0,37.0,53.0,0.0,865.0,90.0,955.0,955.0
1010,R151-4,Narayanhat (int with Z1021) - Haidchakia (int with R160 & Z1086),LRP032,152,31.657,LRP048,80,47.702,16.045,0.0,406.0,208.0,0.0,69.0,224.0,0.0,61.0,623.0,202.0,73.0,110.0,0.0,1793.0,183.0,1976.0,1976.0
1017,R160-1,Hathazari (int with N106) - Katirhat (int with Z1087),LRPS,0,0,LRP013,250,11.715,11.715,3.0,690.0,390.0,122.0,284.0,540.0,265.0,498.0,2790.0,488.0,210.0,169.0,0.0,6070.0,379.0,6449.0,6449.0
1018,R160-2,Katirhat (int with Z1087) - Fatikchhari (int with Z1619),LRP013,250,11.715,LRP023,898,22.383,10.668,3.0,690.0,390.0,122.0,284.0,540.0,265.0,498.0,2790.0,488.0,210.0,169.0,0.0,6070.0,379.0,6449.0,6449.0
1019,R160-3,Fatikchhari (int with Z1619) - Haidchakia (int with R151),LRP023,898,22.383,LRP025,980,24.44,2.057,3.0,690.0,390.0,122.0,284.0,540.0,265.0,498.0,2790.0,488.0,210.0,169.0,0.0,6070.0,379.0,6449.0,6449.0
1020,R160-4,Haidchakia (int with R151) - Manikchhari (int with Z1601),LRP025,980,24.44,LRP043,440,42.77,18.330,0.0,216.0,134.0,62.0,115.0,34.0,146.0,26.0,331.0,259.0,99.0,204.0,0.0,1323.0,303.0,1626.0,1626.0
1021,R160-5,Manikchhari (int with Z1601) - Jaliapara (int with R160 & Z1602),LRP043,440,42.77,LRP058,256,57.521,14.751,0.0,216.0,134.0,62.0,115.0,34.0,146.0,26.0,331.0,259.0,99.0,204.0,0.0,1323.0,303.0,1626.0,1626.0
1022,R160-6,Jaliapara (int with R160 & Z1602) - Matiranga (int with Z1608),LRP058,256,57.521,LRP071,670,70.915,13.394,0.0,216.0,134.0,62.0,115.0,34.0,146.0,26.0,331.0,259.0,99.0,204.0,0.0,1323.0,303.0,1626.0,1626.0
1023,R160-7,Matiranga (int with Z1608) - Khagrachhari (Int.with R162),LRP071,670,70.915,LRP087,525,86.74,15.825,0.0,216.0,134.0,62.0,115.0,34.0,146.0,26.0,331.0,259.0,99.0,204.0,0.0,1323.0,303.0,1626.0,1626.0
1024,R160-8,Khagrachhari (Int.with R162) - Chengi Square Khagrachhari (int with Z1603 & Z1604),LRP087,525,86.74,LRP090,712,89.912,3.172,0.0,216.0,134.0,62.0,115.0,34.0,146.0,26.0,331.0,259.0,99.0,204.0,0.0,1323.0,303.0,1626.0,1626.0
1028,R161-1,"Ghagra (road start, int with N106) - Baraichhari (int with R164)",LRPS,0,0,LRP015,15,14.971,14.971,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1029,R161-2,Baraichhari (int with R164) - Chandragona (int with R163),LRP015,15,14.971,LRP021,788,19.972,5.001,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1030,R161-3,Chandragona (int with R163) - Bangalhalia (int with Z1814),LRP021,788,19.972,LRP034,538,32.294,12.322,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1031,R161-4,Bangalhalia (int with Z1814) - Sukbilash (Int.with Z1636),LRP034,538,32.294,LRP035,2825,35.6,3.306,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1032,R161-5,Sukbilash (Int.with Z1636) - Dulupar (Int.with Z1026),LRP035,2825,35.6,LRP046,5581,49.15,13.550,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1033,R161-6,"Dulupar (Int.with Z1026) - Bandarban ,Traffic point (road end, int with N108)",LRP046,5581,49.15,LRP062,2347,61.178,12.028,0.0,137.0,122.0,73.0,22.0,99.0,38.0,75.0,692.0,521.0,204.0,106.0,0.0,1779.0,310.0,2089.0,2089.0
1037,R162-1,"Rangamati (Manikchhari, int with N106) - Bogachhari (int with Z1612)",LRPS,0,0,LRP023,880,23.95,23.950,0.0,173.0,80.0,5.0,61.0,55.0,351.0,64.0,255.0,85.0,49.0,47.0,0.0,1129.0,96.0,1225.0,1225.0
1038,R162-2,Bogachhari (int with Z1612) - Mohalchhari (int with Z1602),LRP023,894,23.964,LRP038,320,38.44,14.476,0.0,173.0,80.0,5.0,61.0,55.0,351.0,64.0,255.0,85.0,49.0,47.0,0.0,1129.0,96.0,1225.0,1225.0
1039,R162-3,"Mohalchhari (int with Z1602) -Khagrachhari (Changi Bridge, int with R160) road end",LRP038,490,38.61,LRP061,985,61.505,22.895,0.0,30.0,19.0,19.0,81.0,46.0,192.0,0.0,85.0,258.0,61.0,58.0,0.0,730.0,119.0,849.0,849.0
1043,R163-1,Chittagong (Mohora)-Int.with Z1629,LRPS,0,0,LRP008,1111,9.149,9.149,1.0,238.0,224.0,146.0,97.0,203.0,52.0,164.0,4453.0,838.0,236.0,364.0,0.0,6416.0,600.0,7016.0,7016.0
1044,R163-2,Int.with Z1629-Int.with Z1012,LRP008,1111,9.149,LRP015,498,15.753,6.604,1.0,238.0,224.0,146.0,97.0,203.0,52.0,164.0,4453.0,838.0,236.0,364.0,0.0,6416.0,600.0,7016.0,7016.0
1045,R163-3,Int.with Z1012-Mariamnagar (int with Z1617),LRP015,498,15.753,LRP026,1717,27.906,12.153,1.0,238.0,224.0,146.0,97.0,203.0,52.0,164.0,4453.0,838.0,236.0,364.0,0.0,6416.0,600.0,7016.0,7016.0
1046,R163-4,"Mariamnagar (int with Z1617) - Chandragona (road end, int with R161)",LRP026,1717,27.906,LRP032,1229,33.436,5.530,1.0,238.0,224.0,146.0,97.0,203.0,52.0,164.0,4453.0,838.0,236.0,364.0,0.0,6416.0,600.0,7016.0,7016.0
